Comments,Label
 first virus angathan spread agiruku ithula irunthey theriyhu ji china than ithe panirukanga   sikrama kandupudichi wuhan lab uh seal vekanum,Xenophobia
 enga udhayana irukka bayamen ella balum sixerthan,None-of-the-above
 chen nila  ok naan ready,None-of-the-above
 rajeswari rajeswari  nothing but  i am very sad    ,None-of-the-above
 avanga thirunangai illa bro       avanga oru amma        na paathathulaye oru great soal       ,Hope-Speech
 god be with u dear        good things will happen         ,Hope-Speech
 shankari       oppression lam koranjidumaaaa   ennagha pesurenghaa  ,None-of-the-above
    vayasu aachu ponnuku kalyanam panna mudiyala nu kavala padra parents    vayasu aagia aanai patri kavali padu vadhu illai en enral ipoluthu ungal kaalam adungal munnorkal muttal illai enbadhu ipodhu purikiradhu,Counter-speech
 er mubarak shajan  pon namer sent me,None-of-the-above
 intha mathiri theva illama theriyatha sila  vishayangala vachu video pannathenga  frnd boy girl transgender  gay lesbian  yaara iruntha ena ungakitta unmaya irukkangala athu mattum paarunga  intha mathiri sila video pathuttu unga frnds ah check pannittu irukathenga  please ,Counter-speech
 aei yengada kamicha chi kamichan,None-of-the-above
 enaaaa college patikum ppothu morning   evening tuition ah,None-of-the-above
 ninga inta nombarukku watsapp panna mudiyuma   ,None-of-the-above
 gay na eappadi avvungala identify pandrathu full aa sollunga,None-of-the-above
 roman catholic  china akka  ennaiku unga  veetla naai briyaniya  or kaka briyaniya    ella veg food da ,None-of-the-above
 h raja avarkale neenkal vairamuthuvai besu mohd nabiyai patthi besa unakku ennatha thahuthi irukku dog,Misandry
 vandaiyaroo pundaiyaroo muditu poda paradeshi unga ennam tamilnadula natakave natakathu  yellorum thelivaga ullom ,Xenophobia
 antha  pundamova  periya sunnimari  pesura  ava,Misogyny
 bro romaba thapu bro nalavangala prank panadhinga,None-of-the-above
 pambu palli onai thingara naigalukku ella noyum varum,Xenophobia
 vishwa hanu mmm onnoda appata keatuparu solluvar,None-of-the-above
 inga yevlo periya issue pathi paesuranga  avan avanu oru kavala na ungaluku    jii  ,None-of-the-above
 ayy ar  i thing code nombar join seiyanumnu ninaikiren bro ,None-of-the-above
 nadikaa chance kodungaa i am paulpandi call           ,None-of-the-above
 green shirt poda poramboku jathi ta mukiyam,Misandry
 thala nee enna pandriyo illaiyo kasta paduravangaluku nallathu pandra luv uuu bro,None-of-the-above
 yuvaraj elumalai  enna mattumdhan neenga thirumba padikka solluveenga neenga seiya mateenga  ungalukku puriyadhu bro ,Counter-speech
 enga nee oru kavithai sollu  unna kavi perasu ennu sollalam,None-of-the-above
 raga gopalakrishnan  agree with you,None-of-the-above
 kadhal ku mattum jathiya pakka kudathu  matha salugaiku jathi venum   poda lusu ponda,Misandry
 padicha parents eppudinaa    village people enna pannuvanga iiooo   gay appudina sex illa normal human nu puriya vaikkanum   gay veliya varama payapatta yappo tha nammala pathi veliya therium   ellaru open ah irrunga valgai  murai tha,Counter-speech
 atha masuthaga kadavul vera ena vanum,None-of-the-above
 harish s palakkad tamil accent    ,None-of-the-above
 nambalukku normal boys yarmelavudu crush or love feel irunda avanga kitte ade sollalama ille solla kudatha pls reply    ,Counter-speech
 m m  manaivikku nigar intha ulagil ethum illa  manaviyai nesiyungal ,Counter-speech
 sonu sonu ninga alatha naal illai sonningalae na onnu solra nan ungalai matham maatrala ningal matham maara vendaam        oru murai yesuvikku unga valkaiya oppukudunga jesus christ ungalai intha problem la irunthu viduthalai agguvaar        yesu christhu nammudiya ulagathil manitharkal seitha ellarudiya pavathukkaga thaaan than jeevanai kuduthaar siluvayil ok va thaivu seithu ennudiya commenta asaittai pannathinga           plz,None-of-the-above
 poda dooobaguru        pesa ra ne      ,Misandry
 gh wb daye manangette sangam oru indhuva unarndhu pesuda v muthu pesiyadhu sariyada poyi vairamuthuku kkkkkkuttt,Misandry
 seeman cm aagatum    apparam erukku anda raja naai ku    we vote for seeman,None-of-the-above
 pona vaati program ku potta comments  ku elam pathu evangaluku asingam thanga mudiyama pochu pola  adhuku dhan eppa oppo la erukravanga dominate panraan endha gopinath ,None-of-the-above
 deva krish   intha video va parunga puriyum ,None-of-the-above
 dai unmaiyana therunangai ah thuki sapdura pa  antha akka thothuruvanga,None-of-the-above
 akka love u ka   good heart,None-of-the-above
 p  sanmugam  fypmi   hi,None-of-the-above
 jessy jane  apa varavan keta maanam illama valandhavan nu arthama,Misandry
 velavan  ok ok  i m from salem,None-of-the-above
 naanum poi irruken    pogala na mummy thittuvanga   ,None-of-the-above
 kavala padathinga akka onga manasukku ninga ellarum nalla erupinga    ,Hope-Speech
 bro bhodhidharman a pathi sollunga bro,None-of-the-above
 bro unga channel members um vera level,None-of-the-above
 jadhagam nd joshiyam pathi pesunga bro,None-of-the-above
 mic ha pudingi thala mela adingada avala vanthuta mic thukitu  ,Misogyny
 hi anna super nice nega salem ah nanum salem than na ungala meet pannalama           ,None-of-the-above
 hiii i am your fan,None-of-the-above
 nice don t feel okay va nanga irugam,None-of-the-above
 bro food kudurathulam vedio podathiga bro avangaluku oru maathiri feel aagum bro kudukuriga nalla kudunga but athalam vedio edukutha bro humble request,Counter-speech
 apo avangalukku enna dan vela ,None-of-the-above
 i am kerala ungalude video ronba nallarkkthu,None-of-the-above
 dai seeman nee pesathathada naye kadavula vimarsanam panma ivan yaruda muttal punda,Misandry
 s   b   narmada d  unna maari paithyathu kittalamm pesa mudiyadhu,None-of-the-above
 bro nenga panna videos la rommba pidiku but avanga pavo bro part   vara varaku solra nenga avangala amathathenga kastama iruku    ,None-of-the-above
 poda kuthi vaya un vayila en sunni,Misandry
 vera level bro nice   love you ,None-of-the-above
 auto kararum gay than en otthu kolla puriyala,Homophobia
 hi           call me pon namer sent me pon,None-of-the-above
 mari eswari      akka correct a soneenga     aana ungalukelam kalyanam aagitu    engalukellam innum kalyaname aagalaye kaa        neenga sonna point la thappe ileengga kaa    apdiye indha ponnunga kita payan ku government job irukanum   ivlo sothu irukanum    adhu irukanum idhu irukanum nu kekradhayum konjam nirutha sollunnnggga kaa    dowry kuduka mudiyama kalyanam aagama iruka ponnungala vida ipo naan rendavadhu sonna   adhuku dowry madhiri thani perlaam ileeng  matter naala marriage aagama iruka pasanga thaan ka adhigam   example ku en class la ella ponnungalakum marriage aahirichingg   but    percent pasangaluku kalyanam aagaleenggg       vayasagudhungg,Counter-speech
 ada punda athukku illa ninga pantrathum thappu papunda,Misandry
 olunga girl ah marrige panni happy ah irunga,Homophobia
 vijay tv mudivu pannitu show nadathurathu oru pozhapu masuru    ,None-of-the-above
 ba la  enaya poskunu unmaiya solita  ,None-of-the-above
 girubhakar t  mr  white unga english purila  ,None-of-the-above
 guru murthi  kommala nanum neeyium oopom vaada sakala,Misandry
 semma prgram    aana andha ponnu ovara pesudhu  ,None-of-the-above
 ethu alam rampaa over          entha naigali    adichi anapanum evargal thoulai thanka modiyala,Transphobic
 karmegan e  super ah sonninga bro,None-of-the-above
 salute to u da        matthavan ellam script la pogum bodhu   nee oru weight uh prank release panna paaru    ninnutaya manasula     nalla iru ya poya yov     ,None-of-the-above
 daiy punda number ah kudukara      otha,Misandry
 storm breaker  daii  reservation la naanga poyu governor aanalu mariyatha ilanu solraila   aprm etuku katarura   enga sunni venuma unaku,Misandry
 george shankar  apram neenga ya ipdi nakkala sirikkuringa neenga enna paatha ungalukku siripa iruka   ,None-of-the-above
 bro   i like ur   ,None-of-the-above
 raji raji  yaaru rendu perum ji,None-of-the-above
 judgement kudutha naaye saavuda porambokku,Misandry
 bala sundaram  ur what s app number,None-of-the-above
 block t shir super ah irukkan,None-of-the-above
 sattai duraimurugan puppet of dmk,None-of-the-above
 h raja veripidatha sori nai  vittuvaika koodathu ,Misandry
 enaku oru hi sollunga bro      ,None-of-the-above
 sema malini nenga peasunadhu ellamea correctdhan ungaloda thanimanidha urimaikaga nenga poradunga idhuku interpret pandramadhiri yarumvandhalum kadandhu poradunga oru frnd ah soldrean,Hope-Speech
 eanaikku gay love roimpa pediikkum anna                                           ,None-of-the-above
 eappati paarthalum namma     muttal aituvom pola,None-of-the-above
 antha akka manasukku ku hit the like    ,None-of-the-above
 valthukal     valgha valamudan      superrrrrrrrrrrrrrrrr,None-of-the-above
 roman catholic  overa imagine panna vendam sister,None-of-the-above
 aprom avlodhana na kuda eanavonu nenachuta   pazhagi pochu pongada deiii,None-of-the-above
   night   maniku mela andha naaiga avadharam theriyama video poduriga chumma therika viduvaluga puplic la,Transphobic
 ends jaathiya irunthalum oluukkam mukiyuum,None-of-the-above
 intha naayum appadithan sister sagalampola iruku sister,None-of-the-above
 etchai raja nee oorai otha thevdiya ku pirantha punda mavan da,Misandry
 ithellam     varusaththukku munnadiye theriyum pudusa sollittinga ippo,None-of-the-above
 ithu frank illa nalla          ,None-of-the-above
 suresh manickam  athellam ivangalukku puriyathu bro,None-of-the-above
 nanba linka statusa vechutten and  groupla share pannitten,None-of-the-above
 indra indu yen kevalam   ,None-of-the-above
 don t feel sister nega god gift maa,None-of-the-above
 porapokkungala   avunga avunga edathula irunthu patha tha therium avanga kastam     pannada  pasangala           ,Misandry
 madhavaraj madhavaraj  ne ipdi panra bro,None-of-the-above
 ethula evara evangaluku eda othikudu vennuma      nenga first olunga iruka       ,Transphobic
 super  speech  vazhthugal  h  raja  avarkalukku  ivar vazhka pallandu,None-of-the-above
 intha movie pathudu nijama na aluthudan,None-of-the-above
 oru pakkam ponadhu innoru pakkam vara pogudhu edhuku kadharuranuga theriyalaye ,None-of-the-above
 video last la help panringa atha yean video edukiringa       thappu bro,None-of-the-above
 jaadhi kaga thanoda ponnai kollradu vida idu avlo peria anyyayam ila    ,Xenophobia
 malini  ungaltta epdi help kekkurathu sollunga   please   ,None-of-the-above
 dai sivappu satta un munjila thuuuuuu   ,Misandry
 karupps samy  ambattur   u ,None-of-the-above
 karthikeyan r  ur watsapp number,None-of-the-above
 viramuthu     ennapasirukar     h  raha  kalvi  kattathu  thappukidiathu      kaduvul  enna  kakra  dmk    chi,None-of-the-above
 na pota comment ku keela comment pani vilayadurenga   pa   nenga   peru,None-of-the-above
 yarruchu sollungaa       lab dha indha virus vandhuthu nu sonnangaa      china uh ena pannuvangaa      ,Xenophobia
 ok super okmycellmy gunaa super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super,None-of-the-above
 tamilnatula evalo viziyam eruku  evalo porattam eruku    eppo enda judgment romba mukkiyama     enda judgment important ella adan na solluven    bcoze enda ponnum ponnum marriage panikala       boyum boyum matterum pannala namba naatula,Homophobia
 dhana lakshmi  apadi than pesvanga sanda poduvanga adhukelam bayandha kudumbam nadakum ah  cut pani pottu keela caption la nala vela en purushan ipdilam panala nu dialog ah pottu vidunga,Counter-speech
 weird         yeppadi internet is nt nature    adala nallada vida keduthalanudu sollumbodu inda homosexuals nala keduthal varada    ,Homophobia
 nithesh js thala thiramaiku thaa mutual parisu jathuii yenbathu unnudaya adayalam,None-of-the-above
   b      srivatsan  s   am siva,None-of-the-above
 athletau pencampwr  a salute   you are a super guy,None-of-the-above
 babu natarajan  ok anaku pudekum,None-of-the-above
 anna melted na      love u anna     u are a good soul na,Hope-Speech
 school students compliant panranga ethukum comminuite ku link  panranga poorampooku poonuku life pokuthu,Misogyny
 bro idhu engha panninga prank,None-of-the-above
 guru murthi  dhevudiya makane phone number koduda dhevudiya makane,Misandry
 gopi mama vela pakkuratha first neppaittu,Misandry
 antha manasu than sir kadavul ,None-of-the-above
 madhavaraj madhavaraj   u r age,None-of-the-above
 nithya boopathi ataan ma thiru nagai,None-of-the-above
 vimal lal  dei    echa naaye   poda mooditu punda,Misandry
 ankal annavarum adimai thann   thaien karvariel madum  ,None-of-the-above
 dai kannadi kara inda kewalam onakku tewaiya da nee onga akkaku   pound kudutta nee ettanam pound varadatcana vangina,Misandry
 ivanunga nammala vazhave vida matanunga pola ,Xenophobia
 chutti payyan sam  you nampar send me pls darling i am what s up coming,None-of-the-above
 paari neenga unmaiyaanha samarasamilladha mudhirchiiyaanha orrhu thamizhdaesiyavaadhi,None-of-the-above
 ar  hi     how r u     ,None-of-the-above
 mani kanta r mani aavigal is america solanki sir  unga whatsapp number ah,None-of-the-above
 nenga gay naa enna neanachikkitinga thaodaiya thadavarathum aan urupa peasarathum neanachittingala athukkum meala love anbu paasalam irukku appo paaru fuck kkk nuthan solringa thappu thappa ella video layum paakkura,Homophobia
 pondatti pechai kelungal enru solvadu thavaru      pondatti pechaiyum kelungal enru solvadu thaan sari,None-of-the-above
 raj      ur district enna chellam,None-of-the-above
 oootha aaathhu yathuiku uniku kannna,Misandry
 dai simaaa po da puuuu,Misandry
 libra rathee neenga solra mariyum ellarum eruka matangalae,None-of-the-above
 ithu laam train la saatharanam  naan laam thoongura maari act panniduven,None-of-the-above
 engaluku enga sathi innam tha mukkiyam  ,None-of-the-above
 innocent raj  tq beda nanage neenae beku  ,None-of-the-above
 new india  manusan ku manusan mela than attraction varum epdi animals mela varum ena da logic karumoo da,Misandry
 indha video ka andha akka kaga i am subscribing ur channel anna kandipa koodiya seekaram unga channel ku financial ah support panuven idhu pola awareness ana vds post panunga anna,None-of-the-above
 vijai kumar ne yaru da,None-of-the-above
 binil irwin even u too dude,None-of-the-above
 bro      aluthutan   vara lavel bro      ,None-of-the-above
 ena panrathu yaro panra thappu than ellorukum asingam ah iruku,None-of-the-above
 naveen pandi  deiii loosu koodhi    ipo naa brahmin naa    but sc certificate kuduthu mark kammiya vaangi quotala government job vaanguven    adha identify panna dha kekaraanga    andha pundaikku dha reservation illanaa    schools collegesla certificate vaanga maatanga    dalit pundaiga mark normala eduthadhaa government job kidaikkum   puridhaada mutta punda,Misandry
 praveen kumar poi olli    neenga elam inga eduku iruka   ,None-of-the-above
 athu kandippa vijay sethupathi voicedaa,None-of-the-above
 sir indukkalin thalivarkalin thunaiodu than kovil silaikal kadathapaduthu ,None-of-the-above
 en friends niraiya per neutral dhaan  yaar sonna  bjp la irukka brahmin vera type,None-of-the-above
 vairamuthu thevan da     iruku paru da bhramana thevadiya makka,None-of-the-above
 stanley thomas saaramatra vaarthainu neenga edha soldringa bro  ungalukku maanam irukkanu keata adhu sanda andha ponna maanam illathavannu neenga sonna adhu nalla word ah enna kodumai ,Counter-speech
 weekly once kai adikanum apodhan nalladhu,None-of-the-above
 latif chance ella semma acting,None-of-the-above
 ennai oru pennakave avar mathithathu illai ore veetil valkirom anal yaro pol    varudamaga ellam thanki kolkiren en appa ammavukaga ,None-of-the-above
 appa amma nilamaiya purinchutu kudukiratha vankitu ponga di  demand panni avanga manasa sakadikama  inga  pavun vanga nanga evlo kashta paduronu engaluku than theriyum  unga appa amma kodi kanakila vachuruntha vankitu ponga  kadan vanga vaikathinga,Misogyny
 amar  avaru ponnungaluku support pandratu athu ungaluku porukala    ye ipdila irukinga avaru books ah pasinga apro theriyu ungaluku,Counter-speech
 ne soldrathu ellam ok sister   unna neraya heterosexual boys orasananga nu soldrathu than nambara mathiri illa    oru vela gay va irupanugalo   ,Homophobia
 sirikka vekkire prank than paaththu ikkirean  st time kan kalangitean ,None-of-the-above
 sith lord  intha ulagam namakkaga maraathu naama tha maaththanu friends yaarukkagavum ethukkagavum unga suyamariyathaium thanmanathaiyum vittu kodukkathinga,Counter-speech
 bro scripted mari nala teriyadhu bri,None-of-the-above
 ipadi oru ponnu kooda soft ah pesa maatanga she is such a soft natured person,None-of-the-above
 thappilaiyaaa thappa porandha thevdiya payalungala,Misandry
 poda devidiya mavana h raja,Misandry
 surya           ayyo en bro ipdi solringa ungalukku nadantha theriyum,None-of-the-above
 lasta help paninngale adu pudichiuruku,None-of-the-above
 hai thirinangai saputigala neega oruu thirunangai,Transphobic
 evalunga   nu confirm panitanga thrvidiya pullanga,Transphobic
 super  bro      eathvathu pannanunu  aasa intha antha akka ku pannunga brooo,None-of-the-above
 srithar sri  yan thangaci lesbian na irruntu athu true love va irruntha na mrg pannivaban athulam unakku enna prblm,Counter-speech
 antha manasu than sir kadavul,None-of-the-above
 avoladha namma asiq ku pathiyam pidichurum   ,None-of-the-above
 senthil sir ungal vel veuchil pesungal lakshadweep la bjp  nadathum attagasathai pathi konjam pesunga neegalavathu pesuvinganu ninaikuren   ,None-of-the-above
 intha ulagil manitharkal vazhum varai jathiyum vaalum     ethana medai pottu nai mari kolachalum jathi alikkamudiyathu,None-of-the-above
 thirunangai amma neega lam great amma neegalam epoum nalla irukanum unga manasu pola    ,Hope-Speech
 arthanalishvarar nenga athuva vunmy agum anum pannum samam enbathi vunarthava pirantha vargal ennathan ninga anin vudali patrirunthalum ninga pan mari nadanthukittala ninga oru panthan athavathu arthanalishvarar vadivilirukkum oru pan avinga ithuva vunmi ithai yarum purinthukolla patranga oru nal purunchikkuvanga,Counter-speech
 elijah lawrence  unaku enna pirachanai who are you enkita question kekka nee yaru,None-of-the-above
 trichy vijay  avanga kettadhu sarinu sollala naan  neenga ungala mudinjadha kudukurenu sonningala  adhuvum thappu dhan  kudukura kai irukura varaikum vangura kai irukum  ungalala mudinjadha seiringa  adhe time avangala keka mudinjadha kekuranga  rendume thappu bro ,Counter-speech
 ne yaru ma comments ke likes vangura,None-of-the-above
 iam single gay my watsap no               only gay person mattum msg pannuga     ,None-of-the-above
 ada   ada   ada      yennna pechhhhuuuu      mass      speech   ,Hope-Speech
 broo life naa    sexy kaka mattum thana           manasu kaka illaya        romba nalla irukum entha tamil nadu       poga dii lusu       ,Misogyny
 poda sunni    h raja mutharatha vanki kudi,Misandry
 yaan daaa engai partalum sattiyaii tinikirangai dei piii vaarii senthil     poneh payalai nengal muthal marungeh daaa     news venunah suteh yum kupengeh     kasukageh umbiyum uduvai yaa senthil   tiruntu daaa plz,Misandry
 raghu kethu thank you bro,None-of-the-above
 padmini mam enga college ku vanthu irukanga she is great women ,None-of-the-above
 bro u not told my question ans,None-of-the-above
 ivan palla kazhata yarumillaya avan myrunkiran yellorem kollunkira ivan yaru thevidiya payan,Misandry
 pengaluku varadhatchana kuduka koodadhu  but sottula pangu kudukonum ,None-of-the-above
 h raja munjimela eccha evolo thuppunalum thodachikkuvaru,Misandry
 babu natarajan  onnum seiya vendaam    ,None-of-the-above
 sadam        thulukka thaayolingalaa jinna thayvidiyaa payal thulukkanungalukku thani naadu vaynumnu pakistan poitaan neeyum poga vayndiyadhu dhaanay india la ukkaandhu pichchai yedukkira yechchakalai thulukka thayvidiyaa payalay un mottai sunniyai thookitu pakistan poi un family business vibasaaram pannu di  pakistani thulukkanunga thozhilum vibasaaram dhaan    ,Xenophobia
                    ena nadakum unmaya talent aanavan vela lan irupan adhan nadakum,None-of-the-above
 ivan mendal ivan soldratha yarum nambathinga ponnunga thirunthave mattanga ponnunga thirunthave mattanga nadu nasama porathuku karanam ponnunga maddum than,Misogyny
 i don t no tamil but nice muvi,None-of-the-above
 eanaikku gay love roimpa pediikkum,None-of-the-above
 vera level bro keep it up,None-of-the-above
 ella pondattigal arivaligal illai   unga pechile karpanai sambavamgal adigam   convincinga illai ,Counter-speech
 babu natarajan  intha numberkku call  one time pannu appa wh number solluran,None-of-the-above
 luckyman  sanskrit la puja seiya evanai katka vendum nu nenga sollirunthenga    adhukana padhildhan nan sonadhu    nan suttha hindhu    thamizh     irai nampikkai enaku nirayave irukku    but nan thamizh pesura inathula piranthadhu enaku neraya perumayave irukku    idhula sanskrit onnume ila     en mozhila nan kadavula vananga evantayum kekanumnu avasiyam ilanu nangadhan sollanum    ok mr     ,Counter-speech
 bro veara level bro part   eppo bro pandriga bro paavam bro thirumathi samma bro akka romba nallavaga bro,None-of-the-above
 avan moonjiye pakure maathiriya irukku,None-of-the-above
 intha ponnu tamil peisaruthuku kekka mattum vanthen ,None-of-the-above
 muthu kumar  my lover   poitan ipo contact ah pana matra enaiya,None-of-the-above
 nalla muslim kku puriramadiri sollunga bro ,None-of-the-above
 ean husband eanketa pesurathae tv cell than ethuku mrg panama thaniyavae tv n cellphone use panalamae      verupa eruku ean ponukagathan uyir valran    valvan       ,None-of-the-above
 neengal yaavarum moottu kira thee   neengal ellorum kulir kaaya mattumthan    paathikka povathu makkal mattume     arasiyal naagarigam engay        ,None-of-the-above
 yov part   yeppoyaa varum,None-of-the-above
                              velaiyum venum dowry um venum na pavam illa parents,Counter-speech
 kaduval arul ungaluku epothum irukum,None-of-the-above
 rasini lina u name ma,None-of-the-above
 saattai ya corporate nu sola varingala       avarum kastapattu thapa vantharu,None-of-the-above
 muslium yenda   elukuraa naaiya   h kolimandaiya,None-of-the-above
 k  ravi k  ravi  hiii,None-of-the-above
 madhumitha t   yena contact pannu naa details solran,None-of-the-above
 sir anga enna aachinu engalukku mattumtha theriyum so comment pannumbothu correct ah pannunga,None-of-the-above
 h  rajaa dai allha unnai makuvan,None-of-the-above
 kangal kaneer kulamagivitathu sagothari ungal anbil meisilirthu ponen kadavul ungalai aasirvathikattum,Hope-Speech
 gay                          apdinu ellarum purinchi kiraanga apdi illa apdinkiraththukku sariyana video,None-of-the-above
 list hu perusu sa poittu irrukku    ,None-of-the-above
 enaku mamiyaru sethuduchu nathanaru eruka en pecha kekavematuraru ava solradhuthan   ,None-of-the-above
 vishnu sivanuku  pirantha baby vinayakar,None-of-the-above
 adhey naaa kekuranda daii mirugangal madhriii yen adichukirenga normal manushanga thana neenga naa pereyavan nee periiyavan nu adhuku badhil sollu punda,Misandry
 thevudiya ku porandha h raja ne nalla kudumbathula porandha ipdi pesuviya da    ayyokiya payale  ,Misandry
 babu natarajan  me from sivaksi   ,None-of-the-above
 mohan kumar yah well said,None-of-the-above
 sava adiga indha nayegalae thirunagai bastard s,Transphobic
 super idule ponnunge mele oru complaint vechi pasange ayiram complaint mudugule somandange   enak oru doubt ponnunge dowry kekurangenaodane ayiram meme potavange ande pasangale kutitu vandu kelvi ketadu en orutar kude oru meme potu pakale   meme podradu pasange tane avange tappu avange eppudi ottupange,Counter-speech
 amma neenga romba azhaga irrukinga  pathumasam somandada dha pene thayaval ana neenga somakamale thayavinga ongala ammanu kupudravanga ellorukum   neenga ammanuku samamanavanga amma   ,Hope-Speech
 inga aanava kolaigalai vida   kadhalal kolaigal adhigam   ,None-of-the-above
 first antha lab la oru bomb veinga da ,Xenophobia
 man of wild  thambikaluku seeman thavira ellar melum santhegam thaan,None-of-the-above
 noo transgender    avugaluki  organs feeling marum,Transphobic
 enna porutha varaum ethu ok than periya ammalanga  mulan sunniya vatchu chennai ponnungala vettayadaranga ethu paravayillaya  lgbt eruntha thappukal kuraum,Misandry
 super pa but dont suspense pa,None-of-the-above
 sorna raja sorna raja sorna raja sorna raja,None-of-the-above
 velavan   neena work panreengala         ,None-of-the-above
 ambalaum  sami  illa  bombalaum sami  illa ivangathanda  ummayana  kalawul  kai  eduththu  kumbudungada  antha theivaththa  you re great,Hope-Speech
 yarumay help kku varailla      thirunagai vera engiyavathu poie sakkavendithathanaa     ,Transphobic
 ennamma ippadi pandringalea  lakshmi ramakrishnan vaaya vadagaikku vittutingala,None-of-the-above
 superb anna akka part   seekirama podunka love u  anna akka,None-of-the-above
 hey what ya     ipdi ellam ah videos poduvinga ,None-of-the-above
 dai enna da pantra    ,None-of-the-above
  such a brave reply   appo kooda ivangalukku ellam puriyaadhu  ,None-of-the-above
 enna porutha waraikum idhu oru kewalamana seyal  yaru senjalum ,None-of-the-above
 chinavuku yen indha keeltharamana buthi    anal theivam nindru kollum      china buku    ,Xenophobia
 pu bg ngommala dai en kita intha vai punda vidra vela laam vechukaatha apram ngommaku koodhi edhu kolaai edhunu theriyatha alavuku kilichu vidruven      pae punda,Misandry
 behindwoods  leni nani mathiri alingala c mment panna vidthinga,Transphobic
 a thai pola ar rahumanai fees keta money ilanu school a vidu viradunaga  avaru oscar vangunathum yenga school a padicharunu perumai vera mathuvantiku  ,None-of-the-above
   b      srivatsan  s  yes,None-of-the-above
 no part   part   ok,None-of-the-above
 antha akka manasa pathi solrathukku varthaiye illa engeyooo poitanga,Hope-Speech
 super akka        v so much sis,None-of-the-above
 varathatchanai  kodumai innum iruku viduthala kedaikala yezhayana ponnunga romba pavam,Counter-speech
 r v g  durairaj  ellarukkum  asai irukkum  bro  but  namma  background entha  situation la  irukku nu  think  panna  venama  bro,Counter-speech
 jerry allwyn  hahaha   same to you,None-of-the-above
 arun kumar      y buddy ,None-of-the-above
 bro oru nal uinga bloopers poduga bro,None-of-the-above
 aadhu nadu illa adhu oru viruses dusbin   ,None-of-the-above
 thambi nee  ponna paiyana   ,Misandry
 subash   jc  pasanga matum enaku ipadi ponu venum apadi irukanum nu kekurengala not about appearance ,Counter-speech
 nan solren ji  aanum ponnum kalyanam panradhu kolandha pethuka illa kooda vaazha  andha amma ku adhu therla  apdi kadaisi varaikum kooda vaazhradhu aana irundha enna penna irundha enna  adhu avanga avanga ishtam ,Counter-speech
 sudhanthiram perula aahamam and varalaaru alikkadheenga nu sonnadhu,None-of-the-above
 ottu motha thamilinathaye  sebastianthan  kaapatha  vantha maari pesaliya     ,None-of-the-above
 nee naan aval               aptyla solatiga yarum ethulaum korajavaga ela,Counter-speech
 babu natarajan  na num anupi irukkan aatha message la irukku alla paru,None-of-the-above
 pondati pecha ketkanu ok ava avanida amma appa vendam puruzan mattuma venumunu sollra pondati pechiiuma,None-of-the-above
 ithukkellam kaaaram intha gopinathum vijay tvum than pa nallla irunthavangala  ipdi pannittaru,Misandry
 epadi evalou kevalama pesuranga echi        evanga la ellam pavam sollave kududhu    oru sila thimuru pudicha thiru nangaigal epadi irupadhal irukka ellarum asingam paduranga,Transphobic
 trichy la romba mosam indha transgenders,Transphobic
 shyam barath  naan sri lanka bro ure age,None-of-the-above
 the peace maker   enna unnoda hair va daa,None-of-the-above
 l v  dei ne yaarudaa sambandham illama olarura china yenda srilankava seiyanum  adhu indiava thaandaa seiyum  paithiyakaara sangi payale ,Xenophobia
 voicemessage anupa mudinchurunndha     neraiya sollirupen bro       unga manasuku nallairupinga nanba ,None-of-the-above
 yaarudaaaaa hindu      nee oru baadu  thiruttu vandheri naadodi ayokkiya paarpanan    ,Misandry
 ippati pesurathu vatikkai aki vittathu    itha kkurathu police la varamatanka,None-of-the-above
 elarum avangala thappa sollatheenga first avan ena sollirukanu parunga chii thadatha nu sollirukkan yaruku than kovam varathu first namma mela thappa vechitu avangala thappu solla kudathu   ,Counter-speech
 i am gay yennakum yepdi love panna oru partner venumm  ,None-of-the-above
 pichakara naiga ithuga tholla thanga mudila ithugala adichi thorathanu oora vittu  pavama boys ithuga kitta muditu   nu,Transphobic
 xmsrks  enga da church la dalits huh veliya anupranga solomon papaiya lam andha aal than yaarum veliya anupalam illa endha church name sollu,None-of-the-above
 sent me you nomper plase,None-of-the-above
 akka semma talk akka paavam akka ellarum i am proud of you akka,Hope-Speech
 amma vaium paiyanum sathu vachu irukkalam          ,None-of-the-above
 time irunta linenukku vanga ok va machi ,None-of-the-above
 varadhatchanai pen ketka koodadhu enum maanbumigu aangale thaangal evalavu vangineergal     ,Counter-speech
 mm iruka raj           gopa            erode la,None-of-the-above
 avanga natta blank pannuga aavanunga oora vittu veliya varama adachu veiunga,Xenophobia
 vaanga sir adhula pm stalin president kanimozhi ok va  ,None-of-the-above
 chandra lekha  podi fake id,None-of-the-above
 storm breaker  ohhh ninga thaan    goundanaa    punda thaan irukumaame koothi magane,Misandry
 ramaanku venum chandran   ungalukku yanna pidikkum,None-of-the-above
 jadhi pathi yen pesa koodadhu    apdina neenga yen india pakisthan americanu pirichu pesureenga    indianu solla perumai padrenu solreenga    naatupatru perumai adhey maadri dhan jadhi patrum    ellarukum irukanum   ,Counter-speech
 sathiya nenga vera leval panringa and subscribe done for  ,None-of-the-above
 vera level bro neenga       nalla panringa    neenga ithu pola eppome nalla vanthuttute irukkanum bro    ,None-of-the-above
 dai ennada show   kopinath narapayalay,Misandry
