Comments,Label
దేవుడు మీద ప్రమాణం చేసి అంతా నిజం చెపుతామాయ లేడివి మహమ్మారివి,1
ntr గారి జీవిత చరిత్ర రాస్తా అని చెప్పి ఆయన జీవితాన్నే మార్చేసావ్ కదే తల్లి  bad చాప్టర్ ఇన్ ntr లైఫ్,1
ntr film same lakshmi garu chepinattu tisaru real story am extra topics add cheyaled jai rgv ntr story mothm lakshmis ntr lo poorthi ga chupincharu jai ntr,0
ఏదీ ఏమైనా  వృధాప్యంలో ntr గారి అవసరం మీ జీవితాన్ని చీకటి బిలం చేసింది,0
నేను ఓపెనహార్ట్ విత్ rk తప్పక చూస్తుంటా  ఇంత దరిద్రపు ఇంటర్వ్యూ పెట్టకుండా వుండాల్సింది  తేనె పూసినకత్తి,1
devudu lanti manishini cheda dobbataniki anni times kalavataniki try chesava niku dandam thalli god lanti manishi life history lo oka mark laga unnav,1
హరికథలు బుర్రకథలు చెబుతాను అని వచ్చి  ఎంత పనిచేసేవు,1
mahanati nuvvu swardaparuraluvianta gowravam unte kuturilamarochukaani kattukonna mogudini vadhilesavumodati mogutu kooda vadelesavswardam kosam ntr garini mabbipatti manchidanila natinchi mosamchesav,1
sir meru elanti varitho interview cheyaddu,1
అన్నా నెక్స్ట్ మూవీ ఇంకా గట్టిగా కొట్టాలి ఆల్ ది బెస్ట్,0
డెవిల్ మూవీ కూడా blockbuster నీకింకా తప్పదు దిగ్విజయం నందమూరి   స్టార్స్  జై ఎన్టీఆర్ జై బాలయ్య జై రామ్ జై నందమూరి,0
asalu nuvu kothavallani baga support chestavu anna ni movies baga adali,0
interview chesina murthy gariki naa abhinandanalu chaala samskaaram ga chesaru,0
నిజంగా మన నందమూరి ఫ్యాన్స్ వాళ్ళ కోసం ప్రాణాలైనా ఇస్తాం కానీ మన హీరోలు అసలు  మనల్ని  పఠియించుకోరు దీనికి  బెస్ట్ ,0
ee madya kaalamlo vochina films lo naaku idhi baaga nachindi,0
e movie gurinchi okkadu negative ga matladina vaadu terrorist ayyi undali,0
సుమ నీ ఓవర్ యాక్షన్ తగించుకో లేకుంటే కథ వేరే,1
దొంగలు దొంగలు కొట్టుకు  కుంటారు అంటే ఏందో అనుకున్నా  అది ఏందో ఈరోజు మీ అసెంబ్లీలో మీరు మాట్లాడే మాటలు యావత్ తెలంగాణ ప్రజలు గమనిస్తున్నారు ,1
kcr vi anni commission padhakaale kaaleswaram praject kcr ku atm kaaleswaram praject etthipothala padhakam kaadhu thippipothala padhakam  raithu bandhu raabandhula bandhu vandhala ekaraalu unnavaariki raithu bandhu esthunnaadu kcr,0
అదే సీబీఐ అంటే కచరాలకు ఎందుకు బయం,1
nv sakkaga matladutunava ktr trs lo unnavallu evadu sakkaga matladuthunduuu,1
telangana vachinde telangana students chanepovadam vallameto kadu trs,1
sollu vagadam ee sollu brothers komatireddy rajagopal garu nd co bro alavatu ktr very dynamic nd briliiant leader in india,1
doralu antene chathagalu west doralu siguledhu kkr and kcr,1
పద్ధతుల గురించి మీరు మాట్లాడాటం ఏంటి రా హౌలే కేటీర్,1
rajgopal reddy sir miru super,0
trs donga party,1
rajagopal neeku ethics levu,1
ktr baluputo matladutundu,1
aagandi ktr garu mundundi musalla pandaga,1
arey ktr motham dochukondira me family nasnam aipotharu ra sochi andi homa lu cheyandi… me family nasnam aipotharu,1
hloo ktr garu meru rajagopal reddy garini peru petti piliche antha thopa nuvv,1
nuvu am speaker ra babu,1
ktr gudha ninda pogaru,1
mukuu neelaku raayi raja,1
oreymeepartychattaparty trs,1
ttr dongal trs pata leaders,1
jai ktr anna ,0
ktr nuvu ni party lo valasalu avuthai jagatha mundhu mundhu nuvu ni thandri mathatrame migultharu nunu chepindhi jaragakapothe voche election lo nike na votu,1
 rs revanth batch chi chi congress ki deposit kuda radhu,1
విశ్వక్ మంచి పని చేశారు tv  పిచ్చికి మంచి గుణపాఠం చెప్పారు,0
నాగవల్లి గారి మాట తీరుప్రవర్తనసరిగ్గా లేకపోవడం వల్లనే హీరో విశ్వక్ అలా రీయక్ట్ అవ్వాల్సి వచ్చింది,0
తలసాని గారు మాకు మీ మీద ఉన్న గౌరవం తగ్గించుకోకండి,0
devi nagavalli oka dogga munda media medha cheddha peru testhundhi,1
మీడియా వాళ్ళు ప్రజలకోసం పని చేయండి మీ ప్రయోజనాలకోసం సెలెబ్రిటీల వెంబడి పడితే జరిగే పరిణామాలు ఇలానే ఉంటాయి,0
chinna herola mida chinna cinemala midane mi prathapamdevi is now playing lady victim card  against viswak annawe all public should support himstay strong annawe are therewe will make ur movie to go well,0
rgv గారు మంచి క్లారిటీ గ ఉన్నారు తేర వెనక  ప్రతిఒక్కరూ చేసేపని ఈయన తేర ముందు చేస్తున్నారు అంతే,0
tv  moddalo ethics nijathyi ni memu pattinchamu,1
devi anni adugu bed room lo evaru first,1
"rk గారు సగం మీరే మాట్లాడేస్తున్నారు దయచేసి అవతలివాళ్ళని పూర్తి గా మాట్లాడనీయండి
",0
"మంచి నటులు బ్రహ్మాజీ గారు
",1
lanja rhea thana acting appi nijam opukvaali thanu thana moddalo acting,1
rhea dabbu kosam mosali mahesh bhatt modda chickindhi,1
deepak kalal increasing his haters in to a fan day by day,0
tara bhai joginder oka chinal chutiye manishi paniki malina vadu,1
joginderbhoompak ayaega  deepak tante ni pellam puku padutavu,1
deepak bhai is great great comedian,0
tweetenduku kumail najaini  gudda chaal rangaluo vuntadhi kumail enduku mi amma lipstick vunthadhi,1
sofia vegara has a voice like notlo modda erikupoyi vuntadhi,1
ee manishi nirupinchadhu thanu andari entarin cheyaladhu emi bothulu vadakundha,0
i hate karan because thana mokkam naku shit kurchuvalani korika,1
karan johar asla modda levadu anta andukey ammaila mataladuthaane vunatru,1
richard jerkins na gudda ni pellam notlo pettali,1
taracy morgan modda oka murgi poyindhi vuntadhi endukuey ante karey gah vuntadhi,1
మోదీ ఒక ప్రళయం ఆయనను టచ్ చేస్తే ఇక అంతే పాకిస్థాన్ కి ఇప్పుడు బుద్ధి వచ్చినట్టుందిజైమోదీ,0
tom hanks  gudda kompu kodutar manachigah koduko modda,1
shaq modda ante vunnavu ra kevin neku enduku affair,1
gangam style moddalo paata naku mic mokam dengali anipistahdi,1
drake nuvvu daridam gah vuntavu entha ante cude oil chetha inka baguntadhi,1
simon cowell u my frnd nuvvu oka paniki malina modda vi enduku putavu telidhu,1
sia vinadaniki notlo motham petta vuntau padutadhi,1
jennifer aniston nuvvu andari gudda nakutavu,1
courtney oka  poru lanja andari modda nakudhi,1
"కరెక్ట్ గా సూపర్ గా సమాధానం చెప్పారు అయ్యన్న పాత్రుడు గారు
",0
కొన్ని ఆంధ్ర పందులకి బురదలోనే ycpఆనందంఏం చేస్తాం పంది జాతి కదా అట్లాగే ఉంటది,1
chandra babu oka donga na koduku ap ni naisham chesthadhu ,1
roja lanja blue films cheshukonedanvi nuvvu mp enti,1
roja ninnu choosthey nak guddalo edo nakuladhi nuuvu ni barrey guntu,1
jagan policy amma vadi dabbulu veya nanna guda lo nalugdham,1
jagan valla ma jevuthalu modda kuripoyindhi nuvvu kukka modda laga chasthavy lanjakodaka,1
kodali nani  koja na koduku mla lankadhnulu okati levu,1
naku asla courtney cox nachadhu thanu thana moddalo overacting pussyhoecourtney,1
ananaya panadey vi nimma dabbalu lanti payalu,1
బంగ్లాదేశ్ ప్రజల కు వున్న జ్ఞానం పాలకులకు లేదు బంగ్లాదేశ్ పాకిస్థాన్ లను నమ్మి మోసపోరాదు చేసిన తెలివితక్కువ పనికి ఫలితం అనుభవిస్తున్నారు,0
ee chetha vedava ku copper dam ante emito telusuna  st adi cheppamanandi,0
veedu jagan sanka baga nakeshadu,1
వారు ఎవరితో పెట్టుకుంటే మీకెందుకుసార్మీరు రోడ్లు ఎందుకు ఇయ్యలేదు ప్రాజెక్టులు ఎందుకు కట్టడం లేదు ఎందుకు ఇంత అప్పులు చేస్తున్నారు మద్యపాన నిషేధం ఎందుకు చేయలేదు కంపెనీలు ఎందుకు తీసుకురావడం లేదు,0
me janasenaki anta seen ledu aruna medam,0
jagan lanjagadu e meeting lo emi matladuthado vadike theliyadu ,1
ycp party roudy rajyam tharimikotali,0
నీకు భయం పట్టుకున్నదని స్పష్టంగా తెలుస్తోంది,1
babu kcr  meeru congress thothu modi sir gurchi maryadaga mataldandi,0
meri nv appu tiskoku central government nunchi inka cooperation loan tiskoni  lakhs crores aapu lo undi telangana state please stop free free schemes,0
​raani pramadam raani no problem next tym bjp ki vote veyandi telangana prajalara,0
​trs nu odinchedhi only bjp,0
​debate la lo paalgone trs naayakulaku edhutivaarini maatladaneeyakapovadam samskaaram kaadhu,0
kcr   trs party   party,1
louda trs,1
bangaru telangana yevarikhi vachindhi  ache din yevarikhi vachindhi ,0
sir meeru vastee alochinchadaanikeee chaala best future for our generation ee musali dhopidi politics poovali,0
time waste sir jagan cheyalenidi meeru ela chestaru devudu kadu kada ap problem cheyavaddu,0
niku oka cinimalu   kotlu nikendukura annikastalu vidu sodi pedalaku yemievvadu maremi sestavu bayya,1
meru gelvali jai jenasena pavankalyan sir,1
gorantla madav issues side chyadaniki jenasena ni kelikaru yeppatu lane,0
​pavan anna madagudu ra ani cheppa,0
nuvu pulivendula ke rara pukaa,1
first move doilogs api   wife laki nayam chesi tavata nethulu cheppu babu partner ok,1
​pawalagadi gorrelaki avesam thappa alochana ledhu,1
jai cm jagan mohan reddy garu jai ysr jai ysrcp,0
jai jagan verevallaku avakasam iste marala ap reddoche modalette ap develop kavatam kastam,0
jagan kd no  behavior is like thuglaq  after some time  jagan kd no   will make   capitals in ap jagan will ask modi to make   capitals for india east west north  south capitals,0
study chesi kcr em pikindu velumundra ayina pm position lo undu that is modi,0
desha ki pattina daridram modi ,1
elaanti sannasi matalu vinalani maku ledu mundu sari ga matladu mariyada ichi puchukovale anthegani telangana slag ani memilage matladtha mante vere partila telanganollu kada,0
​kcr ni cm chesindi ilanti sannasi panulu cheyadanikekad cathakakapothe musuko,0
​veedu jagan sanka baga nakeshadu,1
టీవీ  పనికిమాలిన ఛానల్ గొడవలు పెట్టే చూస్తుంటుంది,0
"
​trs party lo telangana kosam poradina valle unnara poratam ki vyatirekam ga unnollani ministers ala chesinarugurivinda ginja ki kinda unna macha kanapadadu",0
thu bandhu lu andaru rythulaku echinattu andaru dalithulaku dalitha bandhu estarameeru m ina mee own amount estunnara ma amt make estunnara,0
​chandrababupedayana patra postunara  cgantalu jagan titunte matlaadatara,0
​jai anitha akka jai tdp jai telugu desam jai lokesh jai tdp,0
​venkata reddi yadava ninnu cheap gah vallu kanapade thantharru take care,1
me koduku ki eva ra poka,1
"rayalaseema leders povali jsp ravali pavan kalyaan garu real indian real god jai bheem
",0
 jagangadu povali pawankalyangaru cm khavali rastam bagupaddali jai janasena jai pawankalyan,0
meeku assalu em matladalo kuda telidhu edo vaagaali vaaguthaaru nv pedda leader vi nv cheppindhe nijam enduku paniki maalina debate lu,0
ycp party roudy rajyam tharimikotali,1
kodali nani jagan sanka baga nakeshadu,1
janasena vallaki subject ledu ye debate aina okate note,0
​ycp rip jai janasena jai pspk,0
​  lakh crore apu cheshadu yekada poyayi sigu leni lanja,1
​wow pawan jee what a idia ur running mak govt with movie style most hilight comedy of pawan garu enjoy jai hind jai jagan,0
niku family undi gah ra jagratamma venkata,1
ఎక్సలెంట్ స్పీచ్ బ్రో చక్కగా వివరించారు జై జనసేన,0
the great honest true leader pawan kalyan sir cm kavali nyayam jaruguthundhi ap prajalaki sir,0
బాగా చెప్పారండి ఇలాంటి వాళ్ళని మళ్లీ గెలిపించుకుంటే ఇంకా బూతులకు హద్దు పొద్దు ఉండదు ఏమాత్రం సంస్కారం ఉన్నోళ్లు అలాంటి వారికి ఓట్లు వేయరు,0
సూపర్ అన్న జై పవన్ కళ్యాణ్ జై జనసేన నెక్స్ట్ సీఎం పవన్ కళ్యాణ్ గారే,0
meeru chaalaabaagaacheppaaru brother,0
miru enta mothukunna prajalu mararu elections vaste  tisukoni  vote vestaru,1
jayaho janasainiks oka lakadi gadi gurinchi time waste chesukovaddu prajalu chepputho kotte rojulu daggaralo unnayi,1
super tammudu,0
వాడికి ఎంత కుల పిచ్చి అంటే jr ntr ni దేశమంతా ప్రచారానికి బీజేపీ ఉపయోగిస్తుంది ఆట,1
శభాష్ కొడాలి నాని కి బాగా గడ్డి పెట్టావు,1
దుమ్ము దులిపేసారు చేకొడి గాడికి,1
సూపర్ సూపర్ సూపర్  భరణీ  గారు  సినిమా ఇండస్ట్రీ కేరెక్టర్ ఆర్టిస్టు  ల  వేదన  మీకు  బాగా  తెలుసు   చాలా సంతోషంగా ఉంది కృతజ్ఞతలు,0
ఇంకొక సినిమా నార్త్ ఆడియెన్స్ మీద దండయాత్ర చేయటానికి సిద్దం చూపించండి సౌత్ సత్తా ఏంటో అల్ ది బెస్ట్,0
ఛార్మి నీకు తెలుగు వచ్చు కదా తెలుగు లో మాట్లాడు,1
mike tyson tho puri tho cheyadam vijay luck,0
telufu interview lo hindi comments enduku chupistunaru ma cinema antha fame aindi ani chepukodanika,1
mekalu flower thinna tharutha vijay deverakonda anna himalaya vellipovali,1
ananya baaga kathal padthundu enthaina bollywood kada,1
charmi ki edo ayindi navvaleka sachipothundi,1
boycott దిశగా liger,1
suma athi thelivi vd haadi attitude  promotion motham dobbesindi,1
charme intha over action enduku chestondi,1
sodi akkuvuga undi matter ledu doubt hey,1
charmie chiraku teppistundi,1
e roju e liger movie chusa uttar flop movie jeevitham meedha virakthi puttipoyindhi,1
suma garu koncham thagichuko,1
em kanapadathunnayi bokka,1
పూరి sir liger movie black baster మీకు all the best sir,0
anna miru thaggadhu miru thopu mi tharvathe avaraina,0
సుకుమార్ స్టోరీ బాగానే రాస్తాడు,0
చాలా కష్టపడ్డారు అన్నయ్య అందుకే అంత మంచి హోదాలో ఉన్నారు,0
mega star ane person  definitely evadu oppukunna oppukokapoyinaa inspiration to many people long live sir,0
ilanti avamanalu chiru ni megastar ga nilabettai he is our inspiration love you chiru,0
dear chiranjevi sir meku yavaru blame chasina ne kosam memu unamu ee pranam unanta varaku,0
ippatiki mee anna vinayangaa chethulukattukoni nilabaduthunnadu,0
aa yedawa daddamma yewadoo kaadu mohan babu,1
director skill mida prati pakodi gaadu comment cheyadamey comments lo judge laaga,1
పూరి సుకుమార్ దగ్గర అసిస్టెంట్ గా చేరాలి బాగా నేర్చుకోవచ్చు liger సినిమా అంత దరిద్రంగా తీసాడు,1
చిరు అన్నయ్య పేరు ఎత్తకపోతే కొందరికి భవిషత్ లేదు,0
"megastar tho dutt garu  movies theesthey   industry hitscharan janvi tho thwaraga jvas   thiyyandi
dutt garu",0
ippudu unna vedavalaku yemi telusu anna chiru,1
father constable ani cheppukodaniki siggu padutunnadu adava maradu inspector ani cheppukuntadu nelantolla valle mega family entha edigina evadiki respect ledu,1
ikkada konni snow kukkalu morugutunnay,1
aapandi ee dabba maatalu chiranjeevi garu good and inspiration for upcoming aspirants of film starshe never spoke as degrade actor of like uevery time u  ur pk brother bringing his name into controversial issues,1
nuvvu pedda dramagadivi,1
mammalni inspire avvamantunnaav mari nuvvenduku inspire avvalekapoyaav antha goppa vyakthini intlo pettukuni nuvvem peekaav aayana peru use chesukuni chillara poguchesukovadm thappaa,1
self dabba yekkuva indhi nagababu nevu ne bussu lu thoo,1
vadu vani over action rod la undi movie the great tyson garini joker ni chesesaru,1
motham cinema podaniki ne over action matala valle kondanna,1
bokkalo maddagudu,1
konda gani over action kompamunchindi,1
indiani shake cheyatam api poori di when cheyyi rasam vostsadi,1
industry lo inni movies flop ayinay vijay puri ante enti antha lokuva meeku thaathalu thandrulu frame tho vasthe ne movies chusthaara ,0
సినిమా సంగతి ఏమో గాని మీ విశ్లేషణ మాత్రం అద్భుతం అండి సినిమా ఇప్పటికి వరకు నేను చూడలేదు మీ యెక్క వివరణ చుసిన తరువాత సినిమా చూడాలి అనిపిస్తుంది ,0
కృష్ణం వందే జగద్గురుమ్,0
చాలా బాగా explain చేశారు బ్రదర్ small correction మూలాధార ఆజ్ఞ చక్ర సహస్రార,0
నెక్స్ట్ కార్తికేయ   మాత్రం సముద్రం లో ఉన్న ద్వారక నగరం మిస్టరీ vere level  లో ఉంటది,0
ఓపెన్ హార్ట్ విత్ శ్రీ ఆర్కే గారు చేస్తున్న ఈ ప్రోగ్రామ్ అంటే నాకు చాలా ఇష్టం సార్ మంచి మంచి ప్రశ్నలు వేస్తూ ఉంటారు సార్ ఈ ప్రోగ్రాం ని ఆపకుండా ఇలాగే చేస్తూ ఉండాలని కోరుకుంటున్నాను ప్రతి ఆదివారం ఎదురుచూస్తూ ఉంటాం,0
హిందుత్వం బతకాలి అంటే మాకు రాజా సింగ్ లాంటి నాయకులే కావాలి జై శ్రీరామ్ జై మోడీ జై బీజేపీ జై రాజా సింగ్,0
బిజెపికి తెలంగాణలో ప్రాణం పోసింది రాజసింగ్ మాత్రమే ఇది బిజెపి వాళ్ళు గుర్తుంచుకోవాలి జై బిజెపి వచ్చే ఎన్నికల్లో కూడా బీజేపీ కలవాలని కోరుకుంటున్నాను,0
మనుషులు మాయ చేస్తేదేవుణ్ణి నమ్మినోల్లకు ఎప్పుడూ విజయమే miracle ను మనం నమ్మాలి అంతే,0
ఒక negative comment చేయడానికి కూడా ఆలోచించాల్సిన సినిమా చేశారు  youth అంటే మీరు కదరా,0
ఇంతగా మౌత్ పబ్లిసిటీ ఏ సినిమా కి రాలేదు,0
దిమ్మ దిరిగింది సినిమా చూసి సూపర్ అంటే సూపర్   లో best మూవీ,0
ఆ దేవ దేవుడు మీకు తోడుగా ఉన్నారు  మెగాస్టార్ చిరంజీవి పేరు చూసి ఈ వీడియో చూస్తున్న all the best from మెగాస్టార్ ఫ్యాన్స్,0
నేను ఈరోజు మూవీ చూడాలని అది కృష్ణ జన్మాష్టమి రోజు ఆ కృష్ణుడు డిసైడ్ చేసినట్లు ఉన్నాడు ఈరోజు మూవీ చూడటానికి వెళ్తున్న,0
ఆగష్టు  th చూసా ఈ మూవీ మౌత్ పబ్లిసిటీ చేస్తున్న అద్భుతం గా ఉంది జై శ్రీ కృష్ణ,0
బూతులు మితిమీరిన శృంగారం విపరీతమైన హింస లేకుండా సినిమా చెయ్యలేని వాళ్ళు ఇది చూసి నేర్చుకోవాలి దయచేసి,0
మంచి వెక్తి చిరంజీవి అంటే ఎందరకో ఆదర్శం,0
jai megastar e director good మూవీస్ teesadu,0
సమాజంలో ఒక మనిషి ఎక్కడికైనా వెళ్లొచ్చు కదా ఆ మాత్రం తెలియని వారందరూ చట్ట సభలలో ఉన్నారు మన ఖర్మ,1
నాని అన్న నువ్వు పొరపటున గాని ntr అన్న ని ఏమైన అన్నవో నీ life ఖాతం జాగ్రత,1
మీరు సూపర్ సార్ బూతులు మాట్లాడటం కొరకు mla  minister పదవి చేస్తున్నారు బూతుల రాయుడు,1
పొరపాటున jrఎన్టీఆర్ గానీ bjpలో చేరారనుకోబుర్రతక్కువోడా నీబుర్ర రామకీర్తన పాడుతుందిఅదెలాగో నీకు  కి ముందే తెలుస్తుంది నీకు,1
ముందు సరిగా మాట్లాడటం నేర్చుకో ముందు నువ్వు గెలుపు గెలవక పోతే నీ పరిస్థితి ఏంటో,1
i think ycp ki   election last anukunta,1
నీకు మందు కావాలా బీరు కావాలా నీకు పార్టీ ఎందుకు రాజకీయాలు పనికిరలేరు మాటలు నేర్చుకుంటే బాగుంటుంది,1
ee country lo evaru ekkadikaina vellacchu ex minister adhi thelusuko mundhu neeku mind dobbinatluvundhi ministry pongane,1
కొడాలి నాని నీ పని కథం లారీలు కడుగు సార్,1
nani garu meeku ciggu vundha mundu paripalana cheyandi  nanigaru,1
  election lo odipothe orey kodali kodini kosinatla kostaru gurtu pettuko,1
neku ministar padavi poiana sigguledu nanigaru,1
veedoka sankara jaati santanam malli veedu matladdam,1
దయచేసి ఎవరైనా ముందు వీడిని మెంటల్ హాస్పిటల్ కి తీసుకువెళ్లండి వీడు ఎవరెవరిని ఏం మాట్లాడుతుందో అర్థం కావట్లేదు ఈ నా కొడుక్కి పిచ్చి పట్టింది,1
vache election tarvatha nuvu ekkadiki veltavo chudam go to assam sir,1
orey niku siguledu ni kendhukura chandrababu hero raorey niku siguledu ni kendhukura chandrababu hero ra,1
రామోజీ రావు ని వీడి కనా వేస్ట్ గాడు అన్నావు ఆయన్ని కలవటానికి  నీవు చెప్పిన అమిత్ షానే  అయన ఇంటికి వెళ్లి కలిసాడు సోంబేరి వదవా  నీకు ఎమితెలుసు రా ,1
orey appudaina navvutu matladav ra broker na kidaka,1
yadavalu andaru mla la,1
reay nani nuvvu first respect ecchedi nersukoo nuvakka mla nikokka minister padavi nikundi next neki mla padavi untundoo emo chuskoo nuvvu pawankalyan anna gurunchi matladtava   yrs back nuvvu yevoroo ani evvariki teledu nuvvu weast gadivi ntr gurinchi chandrababu gurinchi andaru weast ha  mee ysrcp mka matramena great chupistaru ley next election lo,1
ఏ కోడలు నాని నీకు ఉంది వచ్చే ఎలక్షన్లకి నీకు ఉంది బయ్ నువ్వు కనపడటం మ్యాప్ లోనే అర్థం చేసుకో దిగితే ఎలా ఉంటుందో అర్థం చేసుకో అన్ని గుర్తుపెట్టుకున్నావ్ వచ్చే ఎలక్షన్లలో టిడిపి గానే వచ్చుద్ది వచ్చినాక నీకు ఉంటది,1
veedu eppatiki maradu,1
తెలుగుదేశం పార్టీ ఇంకా బ్రతికి ఉందీ అంటే అది కేవలం చంద్రబాబు నాయుడు గారి వలనే,0
నిజంగా తెలంగాణ లో వేరు వేరు పార్టీ లో ఉన్నా ప్రతి నాయకుని మదిలో మనసులో తెలుగుదేశం పార్టీ స్థిర స్థాయి గా ఉన్నది ఉంటుంది,0
తెలుగు దేశం నాశనానికి ఈయనా ఓ కారణం తెలంగాణ లో,1
ntr kadhu bey ntr garu give respect,1
power ni misuse cheyani leader dayakar rao garu,0
దయకర్ కు respect తెలీయదు సారు సదివింది  rd class ఎదో time కలిసి వచ్చి ఇలా politics లో ఉన్నాడు కాని లేదంటే ration dukanam నడిపిస్తు ఉండెవాడు,1
ntr ani ఏక  వచనం ఏంటి సార్ రెస్పెక్ట్ ఇవ్వండి ఎన్టీఆర్ గారు అని పిలవండి,0
లక్ష్మీ పార్వతి ఎంత బోకు ముండో అర్థము అవుతోంది,1
ఆది దాని బ్రతుకుచంద్రబాబు లేకపోతే పార్టీని భూస్థాపితం చేసేది,1
lakshmi paravathi bsthapitam cheste mi cbn telagana lo bustapitam chesadu tdp ni,1
ntr yentra బొడ్డు కోసి పేరు పెట్టార మీ వల్లే  టిడిపి సగం పోయింది,1
కేసీఆర్ కేబినెట్లో మీటింగ్ లేదు బొచ్చు లేదు,1
vadanam kavalanta daniki ntr ne burst patinchindi sexiest,1
పవన్ నిజాయితీ గల నాయకుడు దయచేసి  లో జనసేనకు ఓటు వేయండి,0
కొన్ని ycp పందులు pk పెంట తిని మెసేజెస్ పెట్టె ఉద్యోగం చేస్తున్నాయిరాష్ట్రము ఎటు పోయిన పందులకు బాధ ఉండదు కానీ అన్న పెంట దొరక్కపొతే బాధ పడతాయిఅటువంటి పందులు ఇక్కడ మెసేజెస్ పెట్టున్నాయి చూడొచ్చు ,1
janasena evarithoo kaliste vallu sanka naki poddi,1
ntr గారిని అమిత్ షా గారు కలిస్తే rk గారికి ఎక్కడో కాలినట్టుంది,1
ఇప్పటి వరకు వచ్చారు తిట్టారు పోయారు ఒకడన్న రాష్ట్రానికి  ఎం  చేస్తామో  చెప్పరా,1
విద్వేషాల వైషమ్యాలు గురించి బీజేపీ మాట్లాడటం,1
bjp malli ade double game maatladutondiamaravathi meeda,1
tdp ki yeppatikaina maa anna ntr garey paggalu chepadathadu,0
vijay devarakonda hype tho dhamal  jr ntr next turn meeru akashaniki ethe antha great actor emi kaadu,1
pawan kalyan gaari range ki thaga heroes leru,0
 నిజం సార్ బాగచేప్పరు వెరీ గుడ్,0
రాజు గారు మీరు సూపర్ సార్ బాహుబలి రఘు రామ్ రాజ్ సూపర్ సార్ పులి అంటే మీరు సార్,0
ni moham ante kada,1
ap ki manchi rojulu vasthundhi,0
rrr గారు మంచి నాయకుడు,0
రాజు గారి కి చాలా సరదాగా ఉంది,0
cbn sir ap kosam meeru ipudu manchi decision thesukunnaru,0
anni kalisi velthe ne    votes diffrent  ippdu cm ga unndu ippduendhi meeru peekedhi wait cheyyndi   varaku,1
nda thoo tdp potthu ap bhavishyuth ki manchidy,0
thank you rrr tdp ki bratkinchadamulo mi krushi marvalenidi cbn gariku,0
రాజు గారు ఆమంచి రోజు కోసం ఎదురు చూస్తున్న సార్,0
raju garu me pandula gumpulo pakka state party laki kuda techukuni poti cheyandi adangi vedavallara simham single jagan single ga vostadu meku dabidi dibide,1
కళ్యాణ్ రామ్ అన్న ఈ మూవీ హిందీలో కూడా రీలీజ్ చేసుంటేబాగుండేది సాంగ్స్ అన్నీకూడా  అద్భుతః,0
ఈ సినిమా అఖండమైన భారీ విజయం సాధించినందుకు చాలా ఆనందంగా ఉంది,0
ఈ సాంగ్ బీట్ దియేటర్ లో వేరే లెవెల్ మ్యూజిక్,0
  నందమూరి నామ సంవత్సరం జై ఎన్టీఆర్ జై కళ్యాణ్ రామ్ జై బాలయ్య,0
అబ్బా అన్న ఈ వీడియో సాంగ్ కోసం నేను చాలా wait చేశా,0
im full ram charan fan  ee song keka mobile lo audio   times vinna movie blockbuster congratulations kalyan ram anna,0
థాంక్స్ ఇన్ని రోజులు వెయిట్ చేసినందుకు ఫుల్ సాంగ్ అప్లోడ్ చేశారు ధన్యవాదాలు బింబిసార,0
unexpected song asalu theater lo chusaka mind poindhi aapatti nundi waiting ee video song kosam,0
పొన్నియాన్ సెల్వన్ ని కూడా మనం ముందు ఉండి నడిపించాలి మన సంస్కృతి ని చాటి చెప్పే ప్రతి సినిమా హిట్ అవ్వాలి,0
ఇలాంటి సినిమాలను ఆదరించిన ప్రేక్షకులకు ధన్యవాదాలు చెప్పాలి మంచి మూవీ ని ఇచ్చిన కళ్యాన్ రామ్ వశిష్ట చిత్రం బృందానికి ధన్యవాదాలు ఇండస్ట్రీ కి మంచి హిట్ మూవీ,0
ఎన్ని సార్లు చూసినా మళ్ళీ మళ్ళీ చూడాలనిపించే సాంగ్ సూప,0
bimbisara lo unna anni songs chaala bagunnay,0
ఈ పాట కోసం ఇన్నీ రోజులు వెయిట్ చేశాను ఇప్పుడు వచ్చింది,0
boss of mass చిరంజీవి గారికి పుట్టిన రోజు శుభాకాంక్షలు,0
పవన్ కళ్యాణ్ గారు   తమ్ముడు మోహన్ బాబు అనే సరికి  అన్నయ్య చిరంజీవి గారు చిన్నపిల్లోడిలా నవ్వుతుంటే ఎంత ఎంత అందగా ఉన్నాడో అన్నయ్య,0
godfather మరో  pan india block buster coming soon జై చిరంజీవ,0
amazon prime lo lucifer ani type chesthe story enti complete movie osthundhi ,0
పవన్ కళ్యాణ్ మాటలు చాలా అద్భుతంగా మాట్లాడు ఆ మాటలకి మోహన్ బాబు కి చెమటలు పట్టడం చూసాను,0
చిరంజీవి గారికి  సూపర్ తమ్ముడు  పవన్ కళ్యాణ్ గారుమోహన్ బాబు గాడికి కరెక్ట్ మొగుడు పవన్ కళ్యాణ్ గారు,0
vallu andharu godavalu lekunda bagane vuntaru nelanti valle over action cheysthuntaru,1
నువ్వు మాట్లాడేది తప్పు అన్న గురించి ఎంతైనా చెప్పుకో వచ్చు కానీ మోహన్ బాబు గారిని తమ్ముడు అని మాట్లాడడం ఏమాత్రం కరెక్ట్ కాదు వాళ్ళ కొడుకులు కూడా సీరియస్ అయితే ఎంత పరిస్తితి ఏంటీ,0
bocchem kaadu  andharu waste galle,1
