Comments,Label
Vaalla chetilo vunnadi atyunnata vyavasta . Veellu asale brokers . Inka vadakam ela vuntundo chuseru ga,hate
Mari neethulu endhuku ra yadhava.... Collection chasukoni galichanu anavu.... Mari u are not law obedieing person...... Sreeranga neethulu apu..,hate
ఖచ్చితంగా అంతే నువ్వు రాజశేఖర్ రెడ్డి కలసి రామోజీ నీ ఆర్థికంగా దెబ్బతీసే ప్లాన్ వేశారు,hate
ne okkadiki nyayam jarigindi kaabatti ysr neku devudu nuvu o pathi wrathavi,hate
Sollu apara re nee bochu telivi tetalu Andhra Pradesh bagu kosam cheyyara,hate
"Siggu, neethi leni",hate
మీరు మాట్లాడిన మాటల్లో 100 percent నిజం ఉంది..,non-hate
Jagan dobbindi kanapadada neeku atineetimantuda,hate
సామాన్యుడి చేతిలో ఆయుధం దిలీప్ అన్న గారు ఈ వీడియో వీలున్నంత మందికి షేర్ చేయాలి,non-hate
ఈడిని చూసాక....మన సంపు మీద చాలా గౌరవం పెరిగింది...,non-hate
ఒక్క ఎక్ష్ప్రెషన్తొ  మొత్తం నడిపించినవ్ నువ్వు నిజంగా లెజండ్ అన్న,non-hate
వీడు సగమే పెరిగిన గ్రహాంతర వాసి లెక్క ఉన్నాడు,hate
రేయ్ troll గాల్లారా మీ బ్రతుకంత పక్కోడిమీద పడి యాడవాడమేనారా,hate
Comments chadivi masthu enjoy chesthunna nenaithe,non-hate
అన్న ఈ వీడియో మమ్మల్ని చాలా   ఎంటర్టైన్ చేసింది కానీ కొత్త వాళ్ళని సపోర్ట్ చేయండి అన్న ఫస్ట్ మూవీ లో అల్లు అర్జున్ ఎలా ఉన్నాడో మనకి తెలుసు ఇప్పుడు పుష్ప లో ఎలా ఉన్నాడో మనకి తెలుసు  ఎందుకు అలా అన్న అర్ధం చేసుకోండి.,non-hate
Baga kastapaddav bro edit ki . Good keep it up,non-hate
Deenemmaa dabbulu unte darinapoye danaya tho cinema tiyyachu ani telisindi,hate
Bro vaadi height entha bro.... sampu kante comedy ga vunadu ...,hate
Veedevado grahanthara vasi kappa la vunnadu,hate
Edi kanna sampurnesh babu melu kadha ra babu expression baaga esthadu edu mv motham okatey expression,hate
"Asalu aa mukham yendhayyaa, kaneesam manishi laa koodaa ledhu.....Nag, Mahesh, Akhil tharuvaatha antha andhagaadini anukunnaadaa yendhi saamy.",hate
To be frankly host kante chay chaala humble ga react ayyaru ... really love his nature,non-hate
అన్ని తెలుసు పోలీస్ లకు యూనిఫామ్ ఉందన్న అహంకారం  చట్టం తెలిసిన వాడు తప్పు చేస్తే తాట తీయండి అడ్వకేట్  హక్కుల కోసం ప్రజల తరఫున పోరాడండి,hate
"Knowledge is డివైన్, ఆకలి తో పోయిన పర్లేదు బట్ ఆత్మగౌరవం పోకూడదు      వావ్    నైస్  quotes",non-hate
మీ లాంటి లాయరు ఉండటం మా అదృష్టం సార్.....మీకు ధన్యవాదాలు..,non-hate
మీలాంటి  వారు ఉంటే ప్రతి సామాన్య వారికి  న్యాయం జరుగుతుంది. Salute sir,non-hate
ఆకలితో అయినా చనిపోతాను గానీ ఆత్మగౌరవం తో బ్రతుకుతాను i like it,non-hate
తనకు వర్తించే మాటలన్నీ తన నోటిద్వారానే పలికిన గొప్ప వ్యక్తి.,non-hate
Muthy garu వీడు జనాలు అంత వెదవలు అనుకుంటున్నాడా…… ఎంత మొత్తుతున్నా ఎవడు నమ్మరు……..,hate
ఎంపీ గారి ఫోన్ హ్యాండ్ ఓవర్ చేసుకొని ఫోరెన్సిక్ ల్యాబ్ కి పంపాలి,non-hate
హోమ్ మినిస్టర్ 2000% UNFIT... ఆమెకి ఉన్న తెలివి కి Village member కే ఎక్కువ,hate
పోలీసు లు కాదు వీళ్లు బ్రోకర్ లు,hate
ఎవరు అంత సిగ్గులేని యస్.పి....ఐ.పి.యస్ అనే ఉన్నతమైన దానికీ సిగ్గుచేటు,hate
Baabu gaari టైంలో మంచి పేరు తెచ్చుకున్న ఫకిరప్ప ఇలా దిగజారి పోయినాడేమి దేవుడా,hate
AP...lo...Asalu..criminals..ku...Votlu  Vesi..na..AP...Janalaku..100%√>> Sigguledhu..first..AP...lo..Undi.. YCP..Police..station...AP...lo..Asalu.. Police..varu..layru....Next..2024..lo.. Untundi..AP...Police..vari..ki...,hate
Asalu criminals ku votlu vesi na janalaku sigguledhu first,hate
అసలు మాట్లాడకే రాదు నికి ఎంపీ పదవి ఎలా ఇచ్చారో,hate
బుల్లితెర జబర్దస్త్ కమలహాసన్ గెటప్ శీను సుధీర్ లేని లోటు ఎవరి తీర్చలేక పోతున్నారు మాకు Miss u sudheer anna,non-hate
నిజంగా ఈ లవ్ స్టోరీ ఏంది భై  శీనన్న ఏడిచే సీన్ సూపర్,non-hate
శ్రీను అన్నా నువ్వు చెప్పింది నిజం .... ఈ బగ్రౌండ్ music tho చిరాకు తెప్పిస్తుంది ప్రోగ్రామ్,hate
Getup srini anna superb...miru ravadam chala santhosham,non-hate
"గెటప్ శ్రీను అన్న యమధర్మ రాజు పాత్రలో కామెడీ అదరగొట్టారు  ఇమ్ము- వర్ష, ప్రవీణ్- ఫైమా, రాకేష్- సుజాత గార్ల లవ్ ట్రాక్ నిజమని ఎంత మంది అనుకుంటున్నారు",non-hate
"వీడియో ని "" skip "" చేయకుండా చూసిన వాళ్ళు ఒక లైక్ వేసుకోండి మన హర్ష సాయి అన్న కోసం",non-hate
మీరు చరిత్రలో నీలుస్తరు బ్రో Hand's off to Your help full to poor people.,non-hate
Prajalu question cheyanantha varaku politicians mararu. Politics marav. The great AP people,hate
అయ్య ఎంపీ గారు నీ మీద వీడియో ఎవరో కుట్రలుచేసి వైరల్ చేస్తే నువ్వు కేసు పెట్టాలికానీ ఎవడో అభిమాని కేసు పెట్టుడేంది ఖవరింగ్ లొద్దు,hate
"హర్ష సాయి ఫ్యాన్స్ ఎంతమంది ఉన్నారు ఇక్కడ,. A man with golden heart",non-hate
రైతు సంతోషిస్తుంటే కన్నీళ్లు ఆపుకోలేకపోయాను,non-hate
e video chusina tarvata ilanti manchi manushulu untara ani chala santhosham anipinchindi,non-hate
అన్న నీలాంటి వాడు దేశం లో ఉండాలి .....నువ్వు అందరికీ ఒక ఇన్స్పిరేషన్ ........జై హింద్ అన్నయ్య,non-hate
e 75kurma bharataswatantra desaniki nizamaina geept ichchavu. anna nuvvu... desamloni prathivaadu garvapadela vundi....,non-hate
"వాళ్లు ఈ జీవితం లో కూడ ఫలక్నామ ప్యాలస్ లో బోజనం చేసివుండకపోదురు,నువ్వు గ్రేట్ బ్రో",non-hate
ఈ వీడియో చూస్తుంటే నాకు కన్నీళ్ళు ఆగటంలేదు అసలు మాటలే రావటంలేదు...    హర్ష బ్రదర్ నీ దేవుడు ఇంకా ఇంకా దీవించును గాక..,non-hate
ఎవ్వరు చెయ్యలేని గొప్ప పని మీరు చేశారన్న మీరు గ్రేట్ అన్నా,non-hate
"Ettaa teesaru bhayyaa...cinema ni writing,performance,music..direction everything is just classic...the best love story ive watched till no",non-hate
Nag sir la natural ga evaru matlada leru...nag sir super,non-hate
Nuv chesthe cinema appadam aithadi saaar,hate
Nuvvu chesunte flop ayyedemonani naa doubt,hate
"ఎప్పుడు పక్కోళా మీద పడి ఏడవటం తప్ప ఎం ఉపయోగం లేదా మీ వల్ల, తాత మీరు ఈ సినిమా చేసే వారా,అది మీ క్యారెక్టర్ నా ఇంకా నయం డీజే టిల్లు కూడా నేను చేసే వాడ్ని అని చెప్పాలేదు",hate
itlantivi ఎందుకు చేస్తారండి meeru rotta cinemalu matrame chestaru sir meeru... any way .. ayina meerante naakistam sir,hate
Manchi Pani iyendi neku rakapovadam,hate
Nv చేసుంటే utterflop అయ్యేది,hate
Em manishulu ra miru bhimbisara manchi movie petukoni...e movie evaru chustaru ra nag,hate
ఉండవల్లి గారు మీరు ఎంత చెప్పినా తాగే వాళ్ళు తాగమన్నారు వాళ్లు అలా తాగుతూనే కదా ప్రభుత్వాలు నడిచేది నా బాధలు ఏంటంటే 20 సంవత్సరాలు నిండని పిల్లలు కూడా తాగుతున్నారు అదే నా బాధ,non-hate
మీరు నిజంగా సూపర్ సార్ మీరు మాట్లాడేది ఏదయినా Exlnt,non-hate
మీడియా సమావేశం పెట్టి మందు గురించి మాట్లాడే మహానుభావుడు,non-hate
సర్...మీరు చాలా బాగా చెప్పారు ...ప్రజలకు అర్ధమయ్యే విధంగా మాట్లాడే నాయకుడు ఎవడైనా ఉంటే అది   మీరు...హాట్సాఫ్ సర్...,non-hate
గురువు గారు ఆ చీఫ్ నిక్కర్ లో కూడా కల్తీ కాల్పుతున్నరు... ప్రతి కోటర్ లో కూడా..... ది నమ్మ జీవితం,hate
e rashtraniki jarige prathi anyayam gurinchi niswardhanga matlade ekaika vyakti meere saar,non-hate
Ma city lo every 1 km lopala 3 wines vnayi last 2 years nundi... licences Ela padithe alaa evhesaru...Iast elections lo TDP ki vote vesinanduku nenu chala badhapadatananu,hate
Me knowledge ku salute sir me lanti vallu ilantivi appudappudu media mundi cheppandi,non-hate
"ఇంత చక్కటి సినిమా తీసినందు మీకు ఎలా కృతజ్ఞతలు చెప్పాలో అర్థం కావటం లెదు.. ఈ  classic movie చరిత్ర lo నిలిచిపోతుంది
",non-hate
Hanu గారు is a very descent and dignified person unlike the arrogant petty giramouli. Hanu గారు is very simple and down to earth person. Best wishes to him.,non-hate
Geniune banner and andharu chala hardwork chestharu.,non-hate
Meeru cheppindi nijam chesaru hanu garu...aa nijaanni nen e roju theatre lo chusanu no mobile light was on during the movie time...kudos to u,non-hate
Em confident sir movie eeroju chusa meeru movie gurinchi cheppindhi chala thakkuva sir movie extraordinary ga undh ,non-hate
Vishal chandrashekhar aa bgm endhira saami edipinchesaav,hate
Hanu raghavapudi love story ante super immersive ga untadi,non-hate
Super comidy mi cinima hit kavali,non-hate
ery pappa la tho comedy very pappa la uanttadhi dhodhu dhodhey,hate
రాజు ఎప్పుడూ రాజులానే మాట్లాడుతాడు...జై ఆర్ఆర్ఆర్...,non-hate
ఇంతవరకు వచ్చినాక చర్యలుతీసుకోకపోతే మిగితావారందరూకూడ విశ్వరూపాలు చూపించి పాపులర్ అవ్వడానికి సిద్దపడతారు..ఇవన్నీచూసి ప్రజలు సచ్చిపోతారు సామి..,hate
ఏదో మాటవరుసకి యూనిఫాం తీసేసి రా చూద్దాం..... అని జె సి దివాకర్ రెడ్డి అంటే మాత్రం,hate
Ycp vunnatha varaku Andhrapradesh paristhi enka diga jaaripotaadi.... Vaalu leaders kaadu maha vedava lu... Okarini minchina varu okaru,hate
SheM gari manasu doche untadu goratla madhavudu; promotion confirm deputy SheM poste,hate
Goppa goppollu ...AP nundi parliament ki vellaru...maa Telangana chala better...anna Maa Telangana lo dikkumalina video samskruthi Inka rale...,hate
అసలైన జాతిరత్నం మన డైరెక్టర్ గారు అన్న వాళ్ళు ఒక లైక్ కొట్టండి,non-hate
మనకి మంచి డైరెక్టర్ దొరికేసాడు నవ్వు కి మించిన మంచి మందు ఏమి లేదు.,non-hate
వేణు స్వామీ మీ మాటలు అన్నీ అబద్దం.,hate
Elanti valanu encourage cheyadam media valu tappu. Veeri mida government charyali tisukovali. Naku telisi jatakalu emi vundaavu ani medhavlu chala mandi chepparu. Public nu cheating chestunnaru.,non-hate
Miru eppudu chanipotharu swamy,hate
Sketch వేసింది ఎవరో కూడా చెప్పండి (దమ్ము ఉంటే),hate
yogi cinemaa muhurtham pettaduu ...adi flop avuddani teliyadu raa maidapindii,hate
"Babu gogineni sir,veedu inka marala please evarikina choopinchandi please",hate
Mundhey potharu ani telsinapudu muhurtham pettina yogi mve flop ani vaallaki cheppadam nek telidha,hate
Cheating cheyadam kante coolie pani chesukoni bratikite chala happy ga vuntundi. Mi lanti vari matalu mudhanammakalu vundevaru nammutaru,hate
రాష్ట్రానికి నువ్వుండగా వేరే మృగం ఎందుకు బాబు,hate
"మీ మాటలు ""అగ్నిజ్వాలలు"". ధన్యవాదములు.",non-hate
Mouli anna content vere level,non-hate
Tammi... Nuvvu benz car kone stage ki asthav...neelo a kasi n talent rendu unnayi... All d best,non-hate
Best Laddu lags pilla award goes to Mouli mama,hate
"bro part 2 cheyandi bro ,chala rojula taravata baga navukunanu",non-hate
"Nenu ippudu hospitallo vunna nevalle navvi navvi chanipoyanu,doctor treatment chesthunadhu(just kidding)",non-hate
తెలుగు లో ఉన్నా అన్ని వ్లోగ్ ఛానెల్ వాళ్లని ఏసుకున్న NTB ఆన్న కి ధన్యవాదాలు..,non-hate
ఎంతో నమ్మసక్యంగ చెప్పావ్ సామి.      నీ కామెడీ తో జబర్దస్త్ చూడటమే మనేసాను.....మీరు రాసుకున్న స్క్రిప్ట్ ఇంకా ఫన్నీగా ఉంది,non-hate
నేను నమ్మను. ఇదంతా సాధ్యం అయ్యే పని కాదు. నీ స్క్రిప్టు వర్క్ కి జోహార్లు రా నాయన. ఎంతో నమ్మసక్యంగ చెప్పావ్ సామి. ,non-hate
Chillara Vedhavalu  ruling and ruined the State. Andhrulu andhuly enjoying for their overenthusiastic attitude. Sani dapurinchina Rashtram ,hate
Fake లు ఎందుకు చూడటం..Original చూపిస్తాను అంటునాడు పోయి దర్శనం చేసుకొని పాప విముక్తి పొందండి,hate
రాధాకృష్ణ గారికి దూల తీరింది .నభూతొ నా భవిశ్యత్..,hate
A B N  MD రాధాకృష్ణ గారి కి  చుక్కలు చూపించిన   ''K A పాల్ గారు'' మీరు సూపర్ సార్ నీ మాటల్లో నిజాయితీ కల్పిస్తుంది..,non-hate
ఇండియాలో బెస్ట్ లీడర్ కె ఏ పాల్ ఆయన మాటల్లోనే ఉంది నిజాయితీ జై కె ఏ పాల్,non-hate
అన్యాయమా ఆముదామా అవన్నీ చేతకాని వాళ్లు మాట్లాడే మాటలు ఇక్కడ బుర్ర ఉన్నోడు జుర్రుకుంటాడు,hate
మహేష్ అన్న కామెడీ టైమింగ్ సూపర్.. జై మహేష్ అన్నయ్య..,non-hate
Eppatiki oka 200 times chusa kavacchu ee scene kani prathisari adhe feel adhe goosebumps Raviteja acting ki aa voice lo base ki Rajamouli direction ni dominate chesina one and only hero MASS MAHARAJA ,non-hate
Nijamga chala natural comedy idi Venu Madhav gaari acting super ,non-hate
Venu Madhav lanti comedy evaru ceyyaru I am very very missing Venu Madha,non-hate
ఎక్కడ దొరికిందయ్య సామి భలే పోచమ్మ బాగా ఆడింది బాగా ఆక్ట్ చేసింది,non-hate
"శుభాకాంక్షలు సర్, మీ సినిమాకు ప్రేక్షకులు అన్నిచోట్లా బ్రహ్మరధం పడుతున్నట్లు తెలుస్తోంది",non-hate
మీరు స్త్రీల ను తల్లి అని  గౌరవించే మీ ప్రవర్తనకు   పాదాభివందనం,non-hate
మీలాంటి వారు వుంటే ఆడపిల్లలకు చాలా ధర్మం జరుగుతుంది సార్,non-hate
భరతమాత ముద్దుబిడ్డ అంటే మీరే సార్ ఇలాంటి వారికి శతకోటి వందనాలు.,non-hate
పోలీస్ వేవస్థలో మీలాంటి SP లు ఉంటే పోలీస్ లపై  గౌరవం పెరుగుతుంది సార్...మీలాంటి SP మా తెలంగాణా లో కూడా రావాలి సార్,non-hate
నాకు పెద్దగా పోలీస్లూ అంటే నచ్చరు... కానీ మీకూ నా హ్యాట్సాఫ్ సార్... మీలాంటి వాళ్లు అన్ని చోట్ల ఉండాలని కోరుకుంటున్నాను,non-hate
మీ లాంటి వారు స్టేట్‌ కు DGP  గా వు0టీ స్టేట్‌ బాగుంటుంది సార్‌ అయినా మీకు  మిమ్మల్ని కన్నతల్లి తండ్రి గారికీ నా శతకోటి   పాదాబి వందనాలు,non-hate
తెలంగాణ ప్రజల ప్రాణాలతో ఓచినా పదవి నీది..నువ్వు ఎదో చేస్తావని నిన్ను గెలిపించం కానీ నువ్వు చేసింది ఏం లేదు.,hate
"ఇప్పుడు వాళ్ల ను విమర్శిండానికి  ఈ ప్రెస్ మీట్. ఇంకా ఏం లేదా. వాళ్ల కు బయ పడి ఈ ప్రెస్ మీట్. మోడీ వచ్చి ఎన్ని రోజులకు 
మోడీ పైన విమర్శలు. నువ్వు ఎన్ని చెప్పిన వినే రోజులు పోయాయి.",hate
saar k bayam chicchukocchindi anduke peg esukoni vachhi loda loda notiki vacchindi vagutunnadu,hate
Arey kcr saab మీరు పెద్దగా santosham లో ఉన్నారు సరేనా ఒక్క సారి సీఎం కావడానికి రాష్ట్రం పేరు చెప్పి మళ్ళీ students ప్రాణ త్యాగాలు చేస్తే నువ్వు సీఎం అయ్యహు తెలుసుకో,hate
ఇలాంటి మాటలతో ఇంకా ఎన్ని రోజులు ప్రజలను మోసం చేస్తారు....?? దళిత ముఖ్యమంత్రి ని చేస్తా అని 8years అవుతుంది...ఇంకా ఎప్పుడు చేస్తారు????,hate
దిక్కుమాలిన ప్రభుత్వం..బీజేపీ కి నంబర్స్ లేక పోతే నువ్వు నీ కూతురో నో పోటీచేయ వచ్చు కదా,hate
"Intaki Rahul evadabba, sir indirect ga Congress Rahul Gandhi ki hint istunda kalsipodamani",non-hate
సినిమా చాలా బాగుంది నేను చూశాను,non-hate
"blockbuster hit aindhi movie, nikhil saab acting excellent, bollywood lo already dhummu leputhondhi",non-hate
Movie lo content chala bagundi evvadu apaledu movie ni dilraju kuda,non-hate
Dil raju Cheedapurugu Tollywood ki. Tollywood Karan Johar ee Dil Raju.Ravi teja Krack movie ni kuda elane Tokkesadu,hate
Nikhil annaki ye saport lekunda mass hit kottaadu movie maathram super,non-hate
నిఖిల్ గారికి 100% ఆయన అభిమానులతో పాటు పవన్ కళ్యాణ్ గారి అభిమానులు కూడా తోడుగా ఉన్నారు  జై పవర్ స్టార్,non-hate
"This should be  a good lesson for youngsters.  Moral is "" జీవితం లో గెలుపుకి బందు మిత్రులు ఎక్క్కువ, కాని ఓటమి ఎప్పుడు అనాదే""",non-hate
Karthikeya 2 movie is block buster and story oriented . Karthikeya 2 movie ki screens ivvakapote next nunchi Dilraju movies Anni boycott cheyyali.,hate
Dhil raju manchi cinemal ki alaane chesthaadu. Last time krack movie ki alaa chesaadu. Appudu Krack yegisi yegisi thannindhi. Eppudu karthikeya2 dhorlinchi dhorlinchi thannuthundhi. So anni musukoni manchi movies ni encourage cheyyi...,hate
చాలా బాగా చెప్పారు అన్న దిల్ రాజు గాడు దొంగ నా కొడుకు ఒక మంచి సినిమాని ఆపేశారు కదరా దిల్ రాజు గాడు అయినా ఏమి పర్వాలేదు కార్తికేయ 2 సినిమాకి మంచి రెస్పాన్స్ వస్తుంది మూవీ సూపర్ బ్లాక్ బస్టర్ సెకండ్ టైం చూస్తా,hate
Nikhil ni support chyyandi manchi manchi scripts meeda work chstnnaru,non-hate
"Dil raju cinema ban chestam from degree college group students and antha tamil rockers, paniki malina rajuga",hate
Dilraj pani aiepoedi enka selav enka anni rojulu bye bye Ankul ,hate
మూవీ చాలా భాగుంధీ wow ప్రతి హిందువు తప్పక చూడాల్సిన మూవీ ఇది,non-hate
ఈ వీడియో ద్వారా మంచి సందేశాన్ని చెప్పారు అన్న చిన్న హీరోలు కూడా అవకాశాలు ఇవ్వాలని బడాలే పెద్దపుడింగులు కాదని చిన్న హీరోలు కూడా అవకాశం ఇచ్చేందుకు సపోర్ట్ చేసినందుకు ధన్యవాదాలు,non-hate
Nuvvu nijamgaa nippu ....the voice of truth anipinchaav thammi,non-hate
అంత దిల్ రాజ్ బొచ్చుకుకావాలనే ఇంత వెనుక పడి పోతున్నాము మన తెలుగు సినిమా,hate
స్వభుద్ది దూ రంగా పెట్టీ  పరులమాటలకు లొంగీ విలువిస్తాడు కాన సాధకుడు గ నిలిచి అన్నివిధాల రిచ్ ముమ్మాటికి కానే కాలేడు,non-hate
నిజంగా నా మనసు కలచివేసింది తారక్  అన్న గురించి  మీ మాటలు వింటుంటే,non-hate
చాలా బాగా మంచిగా  మాట్లాడరు హరికృష్ణ  గారూ.. CM గా  వచ్చింటే  బాగా ఉండేది.,non-hate
ఎన్టీఆర్ రియల్ లైఫ్ గా కూడా చాలా తెలివైనవాడు మంచి వాక్  చాతుర్యం ఉంది పొలిటికల్ లో కూడా సత్తా చాటే దమ్ము ఎన్టీఆర్ కి ఉంది,non-hate
ఎవరేమన్నా acting లో NTR tiger ను  మించినవాళ్లు దేశంలో film industry లో ఎవరూలేరేమో అనిపిస్తుంది.,non-hate
Evala takkuva theatres se.. Repu chudu... double avtay... mamuluga ledu movie...next level... Gopichand sahasam movie reference undi,non-hate
నందమూరి వారు ఎప్పుడు నిజాయితీగానే వుంటారు అభిమానులు బాగాచుసుకుంటారు గౌరవిస్తారు,non-hate
తెలంగాణా గురించి మొదటి  గా మంత్రి పదవికి రాజీనామా చేసిన గొప్ప మనిషి.. కోమటిరెడ్డి,non-hate
ఎందుకు sir అయిపోయిన పెళ్లికి మేళాలు!!! వదిలేయండి sir. ఇద్దరూ ఇలా తిట్టుకోవడం జనాలకి వినోదం అయిపోయింది sir,non-hate
నూటికో కోటికో ఎక్కడో ఎప్పుడో పుడతారు అది నువ్వే నువ్వే మాస్టారు మా దేవుడు నీవే మాస్టారు మా రాకేష్ మాస్టారు.. అని అన్న దా. మీ లక్ష్మి అమ్మ గారు. అమ్మ అమ్మ అంటూ గెంతు లు వేశారు. అమ్మ చేతి వంట అమృతం అన్నారు ఇప్పుడు అమ్మ ఏమైంది మాస్టర్ జి.మాయం అయిందా అనాధ శరనా లయం ఆశ్రయం అయ్యింద. సేవ పేరు తో డాన్స్ లు వేయండి సార్ ఏమిటో ఈ మాయ తెలియ కున్నాదయ. ఏడుకొండలు స్వామీ,non-hate
సబితా ఇంద్రా రెడ్డికి నిజం గా అంత విలువ ఇచ్చినా పార్టీ మారడం నిజంగా నన్ను షాక్ కు గురిచేసింది.. కాంగ్రెస్ ని అందరూ మోసం చేశారు.. ఏదోఒక రోజు తగిన గుణపాఠం చెబుతారు ప్రజలే..!!,hate
ప్రజల తరపున ఇంత సుదీర్ఘ పోరాటం చేసి తాను గెలిచి మమ్మల్ని గెలిపించిన దిలీప్ సుంకర గారికి హృదయ పూర్వక శుభాకాంక్షలు...జై భీమ్ ...జై భారత్...,non-hate
ilanti panikamalina vallanu interviews cheyakandi plz,hate
అసలు వీళ్లకు విచ్చలవిడిగా ఖర్చు పెట్టడానికి ఇన్ని డబ్బులు ఎలా వస్తాయో?,hate
Ilaa sollu cheppi kaanichestunnadu..,hate
Mottanaki neeku correct mogudu badaleswari ya,hate
Komatreddy Garu Telangana kosam Padavini rajinama chesi Niraahaara deeksha chesina Leadrs lo okkaru...Every one respects him,non-hate
"రఘునందన్ గారికి మంచి భవిష్యత్ ఉండాలి అని కోరుకుంటున్నా. ఇంటర్వ్యూ చాలా బాగుంది, ఫస్ట్ టైమ్ RK గారు బాగా మాట్లాడారు",non-hate
open heart with RK interview లలో  ఇప్పటివరకు చేసిన వాటిలో the Best ఇది. రఘునందన్ గారు స్పష్టంగా ఉన్నారు.,non-hate
"RK garu... Mee questioning bagundhi. But CM ni or Central Minister ni adagalsina questions aduguthunnaru. Overall it's a very good discussion.  My Vakheel Saab thopu, ayana maata muchata vignaanam chaala superb.  Way to go my MLA",non-hate
నాది శ్రీకాకులం జిల్లా.. కానీ రఘు అన్న వాగ్దాటికి అభిమానిని.. సంపూర్ణ మైన అవగాహన కలిగిన నాయకుడు..,non-hate
మంచి వాగ్ధాటి మంచి  నాయకత్వ లక్షణాలు ఉన్న మనసున్న నాయకుడు మా రఘు అన్న. జై భీమ్ జై భారత్,non-hate
చేసిన తప్పు కీ పశ్చాత్తాపం పడేవాడిని దేవుడు కచ్చితంగా  క్షమిస్తాడు,non-hate
Ycp లో నువ్వు చేసిన ఎదవ పని కి పార్టీ నుండి సస్పెండ్ చేసారు... అక్కడ తంతే ఇక్కడ పడ్డావ్,hate
నిన్ను పిలిచి మరి పవిత్రమైన పదవి ఒకటి ఇస్తే ... వెనుక నుండి పట్టుకుంటా .. నువ్వు ఒంగో నేను పైకి ఎక్కుతా అని నచ్చినట్టు వాగితే ఎవడు ఊరుకుంటాడు రా .. ..,hate
కొంచం  కుడా    సిగ్గు లేకుండా ఇంతా ధర్యం  గా సమాధానం చెప్పే మనిషిని  ఇప్పుడే చూస్తున్నాం ఒక్కో ప్రశ్న రాడ్ దింపినట్లు అడిగారు RK గారు సూపర్ ,hate
క్షవరం అయితే గానీ వివరం తెలియదు లెండి.... పృధ్వీ గారు,non-hate
చాలా సంతోషం  తప్పుని తెలుసుకొని  స్వచ్ఛమైన మనసు తో మాట్లాడుతున్నారు... మంచి  మార్పు.,non-hate
"ఎవడో గట్టిగా కొట్టాడేమో ""వెనుక"" నుండి.దెబ్బకి పోయిన మతి తిరిగొచ్చింది..ఏదైతేనే మీకు మళ్ళీ మంచి రోజులు రావాలి బాబాయ్..",hate
"ఆపరా.... నువ్వు ఒక అమ్మాయి తో నీచంగా వ్యవహరించి, వెనక నుంచి గట్టిగా పట్టుకుందా మనుకున్నా అని నీ character lose చేసుకున్నావ్... ఎవడెం చేస్తాడు?",hate
అన్న నువ్వు ఇదే fire తో continue అవ్వు. ఈ fake Youtubers and Travellers ని అంతం చెయ్యాలి. వీళ్ళ వల్ల ఎంతో మంది Unique content క్రియేటర్స్ కనుమరుగవుతున్నారు. You just keep going bro,non-hate
"నిజాన్ని నిజాయితీగా నిరూపించడం చాలా కష్టం అది నిజాయితీగా ఉన్నవాడికే సాధ్యం నీలో ఆ సత్తా ఉంది, నిజాయితీ ఉంది",non-hate
ఈ యాం కరు గారు  ఎంత బాగుంటారో చెప్పనలవి కాదు.  నాకు ఎంతో గౌరవము ఇష్టము; ఈమె ఇంకా ఇంకా కనిపించాలని నాకు ఆశ,non-hate
"రాజ శేఖర్ రెడ్డేమీ ప్రజాక్షేమం కోరే గొప్ప మనసున్న మనిషి కాదు. ఆయన “మహా మేత” అయితే, ఆయన కొడుకు జగన్ తండ్రిని మించిన “మహా మహా మేత”.",non-hate
జగన్మోహన్ రెడ్డి వల్ల పిల్లలు బాగా చూసుకున్నాడు అని యాంకర్ వాగు తోంది వాళ్ళ పిల్లల్ని కాక నీ పిల్లలు బాగా చూసుకుంటారు,hate
"మీ ఇద్దరికి దేవుడు సంస్కారం ఇచ్చిన ఉపయోగించడము లేదు ఏమైంది మీకు,  అలాగే జర్నలిజం తో పాటు అబద్దాలు చెప్పడము కూడా బాగా నెర్చారు. అన్ని దగ్గరుండి విన్నట్లు చెపుతున్నారు. చీ చీ చీ",hate
"Thq sir,challa chakagaa chayparuu...",non-hate
"Krishnarao garu 2007 episode marichipoyara, viveka resighnation kcr bypole time enduku e dabba kaburulu",hate
",waste interview vunnappudu oka maata lenappudu okamata",hate
"Kvp ki telusu jagan wtlanti vaado, anduke doiram jarigaadu,  karma emitante ap prajalake teliyatam ledu",hate
"Jagan ni poguthunnava, leka mingutunnava...indirect ga jagan secret lu ani cheptunnav.",hate
"మీరు చాలా అదృష్టం వంతులు మీకు దేవుడు మంచి అన్నను, తమ్ముడు ను ఇచ్చారు.",non-hate
సార్ నాగబాబు గారు మీరు మీ ఆర్థిక పరిస్థితి గురించి ఆలోచిస్తున్నారు అందులోని సాంగ్స్ నా జీవితాన్ని ఒక స్వర్గం లా మార్చాయి సార్ సూపర్ హిట్ సినిమా సర్ ఆరెంజ్ ఇప్పటివరకు నేను ఆ సాంగ్స్ వింటున్నాను మీ వల్ల సూపర్ సూపర్ నాగబాబు సార్ ఈ సినిమా నాకు ఫ్లాప్ కాదు హిట్టు,non-hate
ఆరెంజ్ సూపర్ మూవీ ..ఈ..రోజులో...సూపర్ హిట్ అయ్యేది...నాకు..చాల ఇష్టం..ఆరెంజ్ మూవీ,non-hate
